Modelo,Fabricante,Porta,Velocidade Gb/s,Entrada SD,Servidores suportados,Estoque Atual
0WD6D2,Dell,NIC,1,8GB e 16GB,"PowerEdge R320, R420, R520, R620, R720, R720xd, R820, T320, T420, T620",#REF!
